name	course	minutes	n_steps	ingredients	n_ingredients	calories	total_fat	sugar	sodium	protein	saturated_fat	carbohydrates	num_reviews	mean_rating	has_egg_subs	has_dairy_subs	has_margarine	has_meat_subs	has_yeast	has_mushroom	has_grain	has_corn	has_rice	has_gluten	has_noodle	has_pungent	has_nut	has_coconut	has_chocolate	has_coffee	has_seed	has_avocado	has_oil	has_olive	has_smoke	has_paste	has_peppercorn	has_curry	has_misc_spice	has_warm_spice	has_legume	has_pod	has_tofu	has_tuber	has_sweet_tuber	has_tapioca	has_potato	has_bulb	has_sprout	has_artichoke	has_herb	has_green	has_cabbage	has_lettuce	has_seaweed	has_tomato	has_eggplant	has_sweet_pepper	has_hot_pepper	has_squash	has_melon	has_cucumber	has_plantain	has_pome_fruit	has_stone_fruit	has_tropical_fruit	has_berry	has_sweet_fruit	has_citrus	has_vinegar	has_alcohol	has_complex_sugar	is_red	is_orange	is_yellow	is_green_light	is_green_dark	is_purple
roasted hummus	3	40	16	['chickpeas', 'garlic cloves', 'extra virgin olive oil', 'ground cumin', 'ground coriander', 'cayenne', 'black pepper', 'tahini', 'salt', 'juice of lemon', 'fresh parsley']	11	448.3	25	2	30	31	11	20	8	4.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
roasted jicama	2	70	3	['jicama', 'onion', 'olive oil', 'garlic', 'rosemary', 'parsley']	6	64.5	5	7	0	1	2	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
roasted kabocha squash with cumin salt	3	35	6	['cumin seeds', 'bay leaf', 'smoked paprika', 'brown sugar', 'sea salt', 'kabocha squash', 'olive oil']	7	40.9	5	8	24	0	2	0	5	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
roasted lemon and garlic potatoes	2	50	8	['vegetable oil cooking spray', 'baking potatoes', 'lemon juice', 'olive oil', 'kosher salt', 'garlic cloves']	6	248.4	8	8	9	8	3	15	10	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
roasted mushrooms	10	30	4	['white mushroom', 'portabella mushroom', 'shiitake mushroom', 'chanterelle mushroom', 'olive oil', 'kosher salt', 'black pepper']	7	144.3	19	13	8	8	8	2	6	4.83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
roasted olives	3	12	4	['black olives', 'rosemary sprigs', 'orange zest', 'extra virgin olive oil', 'dried chili pepper flakes', 'salt']	6	235.4	37	0	30	1	16	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
roasted onions potatoes and spinach	2	70	10	['onions', 'red potatoes', 'garlic', 'olive oil', 'balsamic vinegar', 'bay leaf', 'fresh rosemary', 'vegetable broth', 'spinach', 'salt and pepper']	10	167.7	10	16	1	6	5	8	4	4.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
roasted peppers with basil	5	30	10	['red peppers', 'yellow peppers', 'balsamic vinegar', 'olive oil', 'salt', 'black pepper', 'fresh basil']	7	82.9	5	15	0	3	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
roasted pesto beets	2	50	4	['beets', 'pesto sauce', 'salt and pepper']	3	22	0	15	1	1	0	1	5	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
roasted poblano and roasted garlic salsa	7	60	5	['olive oil', 'vidalia onion', 'habanero', 'roasted garlic', 'brown sugar', 'diced tomatoes', 'poblano peppers', 'fresh basil', 'fresh cilantro', 'cumin', 'salt', 'fresh lime juice', 'vinegar', 'tomato paste']	14	163.1	3	69	49	10	1	11	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0
roasted potatoes and onions	2	55	5	['potatoes', 'onion', 'garlic cloves', 'olive oil', 'salt and pepper']	5	229.7	15	9	0	7	7	10	5	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
roasted potatoes with rosemary	2	60	4	['potatoes', 'light olive oil', 'garlic cloves', 'onion', 'fresh rosemary', 'salt and pepper']	6	264.9	14	10	0	9	6	14	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
roasted potatoes with rosemary lemon and thyme	2	50	14	['lemon zest', 'extra virgin olive oil', 'fresh rosemary', 'fresh thyme', 'potato', 'kosher salt', 'fresh ground black pepper']	7	295	21	7	18	9	9	13	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
roasted potatoes carrots parsnips and brussels sprouts	2	60	7	['extra virgin olive oil', 'carrots', 'brussels sprouts', 'red bliss potatoes', 'parsnips', 'sweet potato', 'dried oregano', 'dried rosemary', 'dried thyme', 'dried basil', 'sea salt', 'black pepper']	12	224.4	19	16	6	6	9	9	3	4.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
roasted potatoes parsnips and carrots	2	90	21	['potatoes', 'parsnips', 'carrots', 'bulb of garlic', 'fresh rosemary', 'salt & freshly ground black pepper', 'olive oil']	7	439.4	11	55	4	17	5	29	15	4.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
roasted pumpkin bites	3	40	8	['fresh pumpkin', 'garlic cloves', 'herbes de provence', 'chili powder', 'cinnamon', 'cumin', 'balsamic vinegar', 'olive oil']	8	175.2	21	9	0	4	10	4	4	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
roasted ratatouille with lentils	1	40	14	['french lentils', 'vegetable broth', 'white wine', 'kosher salt', 'herbes de provence', 'bay leaf', 'rosemary', 'eggplants', 'zucchini', 'red bell peppers', 'onion', 'roma tomatoes', 'garlic', 'extra virgin olive oil']	14	864.8	87	74	56	39	39	22	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1
roasted red lentil soup	4	85	10	['curry powder', 'ground cumin', 'ground ginger', 'black pepper', 'vegetable oil', 'black mustard seeds', 'cumin seeds', 'sesame seeds', 'garlic', 'red lentils', 'onion', 'celery', 'carrots', 'vegetable broth', 'water', 'diced tomato', 'salt']	17	280.2	13	15	17	28	6	12	12	4.83	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
roasted red onion panzanella	5	80	26	['red onions', 'extra virgin olive oil', 'balsamic vinegar', 'kosher salt', 'fresh ground black pepper', 'sherry wine vinegar', 'shallot', 'italian bread', 'vegetable stock', 'fresh thyme', 'mixed greens', 'pine nuts', 'cherry tomatoes']	13	558.6	62	10	18	14	28	14	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1
roasted red pepper and rosemary hummus	3	45	11	['chickpeas', 'red pepper', 'garlic clove', 'italian parsley', 'green onions', 'fresh rosemary', 'tahini', 'lemons', 'salt', 'black pepper', 'tamari', 'cumin', 'olive oil', 'cayenne pepper', 'hungarian paprika']	15	220.7	20	4	16	11	9	7	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0
roasted red pepper coconut soup	4	35	6	['red bell peppers', 'vegetable oil', 'onions', 'garlic cloves', 'red pepper flakes', 'salt', 'canned tomatoes', 'reduced-fat coconut milk', 'water']	9	113.6	7	36	21	4	3	5	5	3.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
roasted red pepper spread for canning	7	70	14	['sweet red peppers', 'roma tomato', 'garlic', 'white onion', 'basil', 'sugar', 'coarse salt', 'red wine vinegar']	8	420.4	5	229	41	26	1	27	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
roasted root vegetables	1	80	8	['vegetables', 'onion', 'olive oil', 'salt', 'garlic', 'fresh herb', 'balsamic vinegar', 'vinegar']	8	50.5	4	4	0	2	1	2	43	4.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
roasted rosemary potatoes with garlic	2	70	8	['red potatoes', 'garlic', 'extra virgin olive oil', 'dried rosemary', 'salt', 'fresh ground pepper']	6	153.5	7	7	1	6	3	8	64	4.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
roasted soy nuts	7	35	16	['soybeans', 'salt', 'olive oil', 'cajun spices']	4	224.9	20	13	32	38	9	3	3	4.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
roasted sunchokes jerusalem artichokes	2	50	11	['olive oil', 'jerusalem artichokes', 'cumin seeds', 'anise seed', 'fennel seeds', 'caraway seeds', 'cardamom seeds', 'garlic cloves', 'salt', 'fresh rosemary', 'fresh cracked pepper']	11	107.8	3	43	4	4	1	6	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
roasted sweet potato sticks	3	45	7	['sweet potatoes', 'garlic powder', 'paprika', 'white pepper', 'olive oil']	5	123.3	5	16	2	4	2	7	15	4.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
roasted sweet potatoes with macadamia nuts	2	90	12	['macadamia nuts', 'sweet potatoes', 'extra virgin olive oil', 'sea salt', 'ground pepper', 'balsamic vinegar', 'maple syrup', 'dijon mustard']	8	360.5	40	32	3	6	19	10	3	4.67	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
roasted tomatillo serrano salsa	7	65	11	['tomatillos', 'serrano chilies', 'garlic', 'fresh cilantro', 'onion', 'salt', 'sugar']	7	43.7	1	22	24	2	0	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
roasted tomato pepper and red onion soup	4	70	12	['tomatoes', 'red onion', 'red bell pepper', 'vegetable stock', 'olive oil', 'fresh sage', 'salt and pepper']	7	151.2	11	49	0	7	5	6	15	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
roasted tomatoes red onion and garlic	2	65	13	['garlic head', 'tomatoes', 'red onions', 'vegetable oil cooking spray', 'salt', 'jalapeno pepper', 'ground coriander', 'extra virgin olive oil', 'parsley']	9	105.3	10	19	0	3	5	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
roasted vegetable hummus	3	60	14	['red bell pepper', 'red onion', 'eggplant', 'plum tomatoes', 'olive oil', 'salt', 'garbanzo beans', 'garlic cloves', 'tahini', 'cumin', 'kalamata olives', 'cayenne pepper']	12	268.8	26	13	33	13	11	8	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
roasted vegetable stock	4	320	11	['garlic cloves', 'onion', 'carrots', 'leeks', 'celery', 'olive oil', 'parsley', 'fresh bay leaves', 'peppercorns']	9	94.7	7	18	1	2	3	4	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
roasted vegetables for mexican nite	2	40	3	['zucchini', 'onion', 'green bell pepper', 'red bell pepper', 'garlic cloves', 'garlic powder', 'salt', 'taco seasoning', 'cumin', 'vegetables']	10	65.9	1	23	32	5	0	4	3	2.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
roasted vegetables plate with cilantro parsley dressing	2	65	15	['aubergines', 'zucchini', 'bell peppers', 'cilantro', 'parsley', 'garlic cloves', 'lemon juice', 'olive oil', 'salt and pepper']	9	152.4	15	33	0	7	7	5	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1
roasted vegetables roma	2	50	10	['fresh large mushrooms', 'zucchini', 'green bell peppers', 'onion', 'olive oil', 'garlic', 'dried basil', 'dried oregano', 'salt', 'pepper', 'tomatoes']	11	159.4	17	34	13	9	8	4	12	4.83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
roasted vegetables with chickpeas	2	80	9	['eggplants', 'yellow bell pepper', 'red bell pepper', 'garlic cloves', 'green beans', 'tomatoes', 'onion', 'dried oregano', 'salt and pepper', 'olive oil', 'vegetable stock', 'chickpeas', 'fresh parsley']	13	394.4	29	38	15	20	13	16	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1
roasted vegetables with kale	2	75	9	['onions', 'potatoes', 'carrots', 'butternut squash', 'mixed vegetables', 'garlic', 'salt', 'olive oil', 'fresh ground pepper', 'kale']	10	475.6	16	47	18	26	7	29	5	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
roasted vegetables with lemon and garlic briam	1	140	9	['tomatoes', 'salt and pepper', 'potato', 'zucchini', 'eggplant', 'onion', 'fresh garlic cloves', 'sweet red pepper', 'fresh parsley', 'olive oil', 'juice of lemon']	11	295.2	28	39	0	10	13	10	5	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1
roasted zucchini and yellow summer squash		25	7	['zucchini', 'yellow squash', 'olive oil', 'garlic powder', 'salt', 'ground black pepper']	6	42.3	4	12	8	3	2	1	12	3.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
roasted caramelized carrots with garlic	2	70	7	['carrots', 'olive oil', 'kosher salt', 'cracked black pepper', 'garlic cloves', 'fresh parsley']	6	42.2	0	17	2	2	0	3	11	4.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
robin s salsa	7	10	6	['whole canned tomatoes', 'dried red chili peppers', 'green onions', 'fresh cilantro', 'ground cumin', 'garlic clove', 'salt']	7	29	0	15	7	2	0	2	4	4.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
rocco s vegan chili	1	50	10	['olive oil', 'diced onions', 'celery', 'carrot', 'garlic cloves', 'bell peppers', 'chili powder', 'ground cumin', 'chopped tomatoes', 'tomato paste', 'black beans', 'kidney beans', 'whole kernel corn', 'dried oregano', 'dried basil', 'sea salt', 'black pepper', 'lime juice', 'cilantro', 'soy cheese']	20	469.3	20	70	30	39	10	25	4	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0
romanian zacusca		60	20	['eggplants', 'red peppers', 'onions', 'salt', 'black pepper', 'tomato paste', 'olive oil']	7	633	69	120	37	19	31	18	6	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
romantic garlic tomato sauce	7	100	10	['olive oil', 'garlic cloves', 'chili flakes', 'crushed tomatoes', 'water', 'fresh basil', 'salt']	7	122.2	11	29	42	4	5	4	12	4.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
romesco sauce	7	35	8	['almonds', 'garlic cloves', 'tomatoes', 'dried hot red chili pepper', 'red wine vinegar', 'salt', 'olive oil']	7	1288.4	204	36	7	25	84	7	3	4.67	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ronda s roasted vegetables herbs	2	60	4	['red onion', 'yellow squash', 'zucchini', 'tomatoes', 'red pepper', 'mushroom', 'extra virgin olive oil', 'kosher salt', 'savory', 'celery seeds', 'mint', 'black pepper']	12	103.5	11	20	9	4	5	3	3	4.67	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1
rosemary garlic oven fries	10	40	9	['potatoes', 'olive oil', 'salt', 'fresh coarse ground black pepper', 'dried rosemary', 'garlic cloves']	6	109.3	3	3	8	4	1	6	11	4.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rosemary oven fries	2	30	10	['potatoes', 'oil', 'dried rosemary', 'salt and pepper']	4	151.2	7	4	0	5	3	8	4	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rosemary potato wedges with pearl onions	2	40	5	['potatoes', 'white pearl onions', 'extra virgin olive oil', 'rosemary', 'garlic powder', 'paprika', 'salt', 'pepper']	8	459.9	21	32	25	17	10	25	3	4.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rosemary roasted garlic	7	70	7	['garlic heads', 'rosemary', 'olive oil', 'lemon juice', 'salt & freshly ground black pepper']	5	1961.6	216	28	3	61	97	55	5	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rosemary lemon baked tofu	10	90	9	['firm tofu', 'lemon zest', 'fresh lemon juice', 'soy sauce', 'olive oil', 'fresh rosemary', 'ground black pepper']	7	179.2	22	4	21	20	11	1	4	3.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rosemary lemon bean puree	3	10	7	['cannellini', 'garlic clove', 'extra virgin olive oil', 'salt & freshly ground black pepper', 'fresh rosemary', 'lemon zest']	6	152	13	0	0	9	6	4	3	4.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rosemary roasted carrots	2	30	6	['carrot', 'garlic', 'extra virgin olive oil', 'fresh rosemary', 'sea salt', 'fresh ground black pepper']	6	98.8	5	21	3	4	2	5	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
rosemary thyme marinade		5	4	['olive oil', 'water', 'lemon juice', 'garlic cloves', 'dried thyme', 'dried rosemary', 'lemon zest']	7	127.4	20	1	0	0	9	0	8	4.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rowdie chipotle salsa	7	20	5	['tomatoes', 'onion', 'garlic clove', 'chipotle chile in adobo', 'fresh lime juice', 'peach', 'mango', 'fresh cilantro', 'sea salt', 'midori melon liqueur', 'avocado']	11	91.5	7	28	4	3	3	3	5	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0
