name	id	n_ingredients	serving_size_g	n_servings	calories	calories_per_g	total_fat_pdv	total_fat_g	total_fat_pct	sugar_pdv	sugar_g	sugar_pct	sodium_pdv	sodium_g	sodium_pct	protein_pdv	protein_g	protein_pct	saturated_fat_pdv	saturated_fat_g	saturated_fat_pct	carbohydrates_pdv	carbohydrates_g	carbohydrates_pct	ingredients	num_reviews	mean_rating	contributor_id	course	is_main_dish	is_side_dish	is_salad	is_soup	is_appetizer	is_sauce_or_garnish	has_egg_subs	has_dairy_subs	has_margarine	has_meat_subs	has_yeast	has_mushroom	has_grain	has_corn	has_rice	has_noodle	has_pungent	has_nut	has_seed	has_avocado	has_oil	has_olive	has_paste	has_peppercorn	has_curry	has_misc_spice	has_warm_spice	has_legume	has_pod	has_tofu	has_tuber	has_sweet_tuber	has_potato	has_bulb	has_sprout	has_herb	has_green	has_cabbage	has_lettuce	has_tomato	has_eggplant	has_sweet_pepper	has_hot_pepper	has_squash	has_cucumber	has_pome_fruit	has_stone_fruit	has_tropical_fruit	has_berry	has_sweet_fruit	has_citrus	has_vinegar	has_alcohol	has_complex_sugar	is_red	is_orange	is_yellow	is_green_light	is_green_dark	is_purple
saffron potato tagine	194334	12	279	8	277.4	0.994265	5	3.25	0.0116487	56	28	0.100358	0	0.000	0.00000000	11	5.5	0.0197133	2	0.4	0.00143369	19	57	0.204301	['potatoes', 'olive oil', 'onions', 'garlic cloves', 'ground cumin', 'ground coriander', 'turmeric', 'saffron strand', 'raisins', 'vegetable stock', 'flat leaf parsley', 'coriander']	4	3	322548	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
saffron rice with curried apricot dressing	484217	21	1315	1	413.1	0.314144	17	11.05	0.0084030	49	24.5	0.018631	1	0.024	0.00001825	12	6	0.0045627	8	1.6	0.00121673	24	72	0.054753	['water', 'yellow onion', 'garlic cloves', 'ground cumin', 'fennel seeds', 'salt and pepper', 'basmati rice', 'warm water', 'vegetable stock', 'sweet potatoes', 'tart apple', 'scallions', 'pine nuts', 'apricot preserves', 'rice vinegar', 'curry powder', 'ground cardamom', 'cayenne pepper', 'oil', 'salt', 'mint leaves']	3	5	37449	side		y					0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0
saffron scallion couscous	274054	6	76	4	231	3.039474	10	6.5	0.0855263	2	1	0.013158	0	0.000	0.00000000	12	6	0.0789474	4	0.8	0.01052632	11	33	0.434211	['couscous', 'olive oil', 'vegetable stock', 'saffron thread', 'kosher salt & freshly ground black pepper', 'scallions']	3	5	476359	side		y					0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
salad with radish and green onions	126693	10	193	4	167.8	0.869430	20	13	0.0673575	12	6	0.031088	33	0.792	0.00410363	10	5	0.0259067	5	1	0.00518135	3	9	0.046632	['salad greens', 'red radish', 'green onion', 'cider vinegar', 'apple juice', 'country-style dijon mustard', 'salt', 'pepper', 'walnut oil', 'sugar']	9	4.78	176574	salad			y				0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0
salada de cebola brazilian onion salad	456988	6	61	4	114.8	1.881967	10	6.5	0.1065574	37	18.5	0.303279	0	0.000	0.00000000	1	0.5	0.0081967	4	0.8	0.01311475	4	12	0.196721	['onions', 'sugar', 'red wine vinegar', 'olive oil', 'salt', 'pepper']	5	4.8	1680722	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
salata arabieh	141375	12	206	6	141.3	0.685922	14	9.1	0.0441748	28	14	0.067961	0	0.000	0.00000000	5	2.5	0.0121359	6	1.2	0.00582524	4	12	0.058252	['tomatoes', 'lebanese cucumber', 'onions', 'garlic cloves', 'red capsicum', 'green capsicum', 'mint', 'parsley', 'juice of lemon', 'olive oil', 'salt', 'fresh ground black pepper']	7	4.71	197023	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0
salatat khiyar algerian cucumber salad	50365	9	154	2	301.6	1.958442	47	30.55	0.1983766	13	6.5	0.042208	14	0.336	0.00218182	3	1.5	0.0097403	21	4.2	0.02727273	2	6	0.038961	['cucumber', 'green capsicum', 'green olives', 'fresh mint leaves', 'fresh coriander leaves', 'paprika', 'extra virgin olive oil', 'white wine vinegar', 'salt & freshly ground black pepper']	5	5	59064	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
salsa 93	11201	14	3495	1	105.6	0.030215	1	0.65	0.0001860	61	30.5	0.008727	15	0.360	0.00010300	8	4	0.0011445	0	0	0.00000000	7	21	0.006009	['hot peppers', 'tomatoes', 'sweet green peppers', 'red peppers', 'garlic', 'coriander', 'dried cilantro', 'cider', 'tomato paste', 'sugar', 'paprika', 'dry oregano', 'salt', 'pepper']	7	3.43	4470	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0
salsa de chiles de arbol red hot	297752	5	91	1	12.5	0.137363	0	0	0.0000000	0	0	0	72	1.728	0.01898901	0	0	0.0000000	0	0	0.00000000	0	0	0.000000	['garlic clove', 'dried arbol chile', 'water', 'kosher salt', 'vinegar']	3	5	324390	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
salsa de cilantro pebre	169978	10	644	1	123.7	0.192081	14	9.1	0.0141304	21	10.5	0.016304	10	0.240	0.00037267	3	1.5	0.0023292	6	1.2	0.00186335	3	9	0.013975	['onion', 'fresh cilantro', 'tomatoes', 'hot sauce', 'vegetable oil', 'white vinegar', 'fresh lime juice', 'garlic cloves', 'salt', 'pepper']	18	4.67	314579	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
salsa de las sirenas	372273	11	802	1	263	0.327930	23	14.95	0.0186409	81	40.5	0.050499	0	0.000	0.00000000	6	3	0.0037406	11	2.2	0.00274314	11	33	0.041147	['strawberry', 'jalapeno', 'red onions', 'mango', 'juice of lime', 'cumin', 'cilantro', 'avocado', 'roma tomato', 'cucumber', 'salt and pepper']	6	4.83	302689	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1
salsa fresca salsa mexicana pico de gallo	238282	7	210	6	37.2	0.177143	0	0	0.0000000	20	10	0.047619	0	0.000	0.00000000	3	1.5	0.0071429	0	0	0.00000000	2	6	0.028571	['plum tomatoes', 'white onion', 'jalapenos', 'fresh cilantro', 'yellow sweet pepper', 'lime juice', 'salt']	10	5	444132	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0
salsa from costa rica	307164	6	1105	1	102.5	0.092760	1	0.65	0.0005882	56	28	0.025339	1	0.024	0.00002172	7	3.5	0.0031674	0	0	0.00000000	7	21	0.019005	['green tomatoes', 'tomatoes', 'vidalia onions', 'fresh cilantro', 'lemon juice', 'balsamic vinegar']	4	5	37449	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0
salsa mexicana fresh tomato and chiles	113519	7	103	4	39.6	0.384466	0	0	0.0000000	18	9	0.087379	24	0.576	0.00559223	3	1.5	0.0145631	0	0	0.00000000	2	6	0.058252	['tomatoes', 'jalapenos', 'white onions', 'garlic cloves', 'cilantro', 'salt', 'lime juice']	31	4.35	46660	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
salsa patricia	353328	9	80	4	30.1	0.376250	0	0	0.0000000	13	6.5	0.08125	12	0.288	0.00360000	2	1	0.0125000	0	0	0.00000000	2	6	0.075000	['garlic cloves', 'red onion', 'jalapeno peppers', 'fresh cilantro', 'dried oregano', 'lime juice', 'salt', 'fresh ground black pepper', 'beefsteak tomatoes']	5	5	1058097	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1
salsa authentic	23641	6	70	4	23.4	0.334286	0	0	0.0000000	11	5.5	0.078571	0	0.000	0.00000000	2	1	0.0142857	0	0	0.00000000	1	3	0.042857	['plum tomatoes', 'garlic', 'red onion', 'fresh cilantro', 'fresh lemon juice', 'salt and pepper']	4	4.75	23728	sauce_garnish					y	y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
sambal oelek	47589	4	124	1	62	0.500000	0	0	0.0000000	41	20.5	0.165323	97	2.328	0.01877419	4	2	0.0161290	0	0	0.00000000	4	12	0.096774	['red chilies', 'rice wine vinegar', 'vegan sugar', 'salt']	8	3.75	37636	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
santa fe salsa	313500	9	137	4	211.1	1.540876	2	1.3	0.0094891	25	12.5	0.091241	0	0.000	0.00000000	22	11	0.0802920	1	0.2	0.00145985	13	39	0.284672	['black beans', 'corn', 'garlic cloves', 'red onion', 'tomatoes', 'fresh cilantro', 'olive oil', 'red wine vinegar', 'salt and pepper']	10	4.7	869532	salad			y				0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1
santa fe sweet potato soup	82637	15	274	6	179.6	0.655474	4	2.6	0.0094891	28	14	0.051095	18	0.432	0.00157664	8	4	0.0145985	2	0.4	0.00145985	12	36	0.131387	['red bell peppers', 'dried new mexico chiles', 'boiling water', 'oil', 'onions', 'garlic', 'serrano peppers', 'salt', 'dried oregano leaves', 'sweet potatoes', 'vegetable broth', 'frozen corn kernels', 'lime zest', 'lime juice', 'fresh cilantro']	3	5	37636	soup				y			0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0
saucy asian bok choy	289531	8	189	2	61.9	0.327513	2	1.3	0.0068783	12	6	0.031746	91	2.184	0.01155556	13	6.5	0.0343915	1	0.2	0.00105820	2	6	0.031746	['ground ginger', 'fresh ginger', 'tamari', 'no-added-salt tomato paste', 'vegetable oil', 'garlic clove', 'vegetable broth', 'bok choy']	5	4.6	293410	salad		y	y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
sauerkraut with caraway	206206	3	57	12	16	0.280702	0	0	0.0000000	2	1	0.017544	10	0.240	0.00421053	0	0	0.0000000	0	0	0.00000000	0	0	0.000000	['sauerkraut', 'beer', 'caraway seeds']	8	4.88	58104	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sauted broccoli with garlic and pine nuts	193653	5	216	6	167.9	0.777315	17	11.05	0.0511574	14	7	0.032407	2	0.048	0.00022222	13	6.5	0.0300926	6	1.2	0.00555556	4	12	0.055556	['pine nuts', 'garlic cloves', 'broccoli', 'extra virgin olive oil', 'salt and pepper']	12	4.92	37449	side		y					0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sauted green apples and leeks	140524	4	158	4	102	0.645570	3	1.95	0.0123418	53	26.5	0.167722	1	0.024	0.00015190	1	0.5	0.0031646	2	0.4	0.00253165	7	21	0.132911	['leeks', 'margarine', 'granny smith apples', 'salt and pepper']	11	4.55	67656	side		y					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sauted green beans with mushrooms	242321	9	137	4	84.2	0.614599	5	3.25	0.0237226	11	5.5	0.040146	97	2.328	0.01699270	4	2	0.0145985	2	0.4	0.00291971	2	6	0.043796	['olive oil', 'garlic cloves', 'cremini mushrooms', 'dried oregano', 'salt', 'black pepper', 'vegetable broth', 'white wine', 'green beans']	3	4.67	406741	side		y					0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
saute spinach with garlic	28274	5	237	4	116.4	0.491139	11	7.15	0.0301688	3	1.5	0.006329	7	0.168	0.00070886	13	6.5	0.0274262	5	1	0.00421941	3	9	0.037975	['olive oil', 'garlic', 'fresh spinach', 'salt & freshly ground black pepper', 'cooking spray']	5	4.8	21730	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sauteed baby tomatoes with arugula	136281	7	107	4	82.8	0.773832	11	7.15	0.0668224	1	0.5	0.004673	5	0.120	0.00112150	2	1	0.0093458	4	0.8	0.00747664	1	3	0.028037	['grape tomatoes', 'extra virgin olive oil', 'garlic clove', 'kosher salt', 'arugula', 'fresh ground black pepper', 'balsamic vinegar']	3	5	141293	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
sauteed bok choy with mushrooms	394065	9	276	4	122.1	0.442391	15	9.75	0.0353261	13	6.5	0.023551	24	0.576	0.00208696	8	4	0.0144928	15	3	0.01086957	2	6	0.021739	['bok choy', 'vegetable oil', 'green onions', 'fresh mushrooms', 'garlic cloves', 'crushed red pepper flakes', 'salt', 'fresh ground black pepper', 'coconut milk']	7	2.71	406741	main	y						0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sauteed chickpeas garbanzos	248856	7	282	4	363.5	1.289007	19	12.35	0.0437943	13	6.5	0.02305	43	1.032	0.00365957	22	11	0.0390071	8	1.6	0.00567376	17	51	0.180851	['olive oil', 'garbanzo beans', 'onion', 'cumin', 'chili powder', 'salt', 'diced tomato']	3	4.67	336058	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sauteed green beans and red onion	198003	7	211	4	108.5	0.514218	10	6.5	0.0308057	21	10.5	0.049763	24	0.576	0.00272986	4	2	0.0094787	5	1	0.00473934	3	9	0.042654	['water', 'olive oil', 'coarse salt', 'ground pepper', 'green beans', 'red onion', 'balsamic vinegar']	32	4.63	383346	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
sauteed summer squash cook s illustrated	460380	5	178	4	124.4	0.698876	16	10.4	0.0584270	17	8.5	0.047753	0	0.000	0.00000000	4	2	0.0112360	7	1.4	0.00786517	2	6	0.033708	['olive oil', 'onion', 'zucchini', 'garlic cloves', 'fresh parsley']	3	5	340141	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sauteed wild mushrooms with spinach	195144	7	171	4	94.1	0.550292	4	2.6	0.0152047	9	4.5	0.026316	13	0.312	0.00182456	14	7	0.0409357	2	0.4	0.00233918	3	9	0.052632	['olive oil', 'shallot', 'garlic cloves', 'wild mushrooms', 'dry sherry', 'reduced sodium soy sauce', 'fresh spinach']	3	4.33	324390	side		y					0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
save the pits guacamole avocado dip	93640	5	804	1	789.7	0.982214	108	70.2	0.0873134	20	10	0.012438	17	0.408	0.00050746	20	10	0.0124378	51	10.2	0.01268657	15	45	0.055970	['avocados', 'green chili', 'green onion', 'lemon juice', 'salt']	8	4.75	86512	appetizer		y			y		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
savory garbanzo beans over couscous	50730	10	217	6	83.7	0.385714	7	4.55	0.0209677	22	11	0.050691	0	0.000	0.00000000	4	2	0.0092166	3	0.6	0.00276498	3	9	0.041475	['chickpeas', 'tomatoes', 'green pepper', 'onion', 'zucchini', 'garlic', 'olive oil', 'basil', 'salt', 'couscous']	3	4.67	57479	main	y	y					0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
savory kidney beans	125892	13	274	2	353.8	1.291241	23	14.95	0.0545620	43	21.5	0.078467	33	0.792	0.00289051	25	12.5	0.0456204	11	2.2	0.00802920	14	42	0.153285	['kidney beans', 'oil', 'cumin seeds', 'onion', 'fresh ginger', 'dried thyme', 'tomatoes', 'tomato paste', 'salt', 'pepper', 'fresh cilantro', 'green onion', 'fresh green chile']	6	3.83	176574	side		y					0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
savory mushroom barley soup	96566	11	277	8	154.4	0.557401	3	1.95	0.0070397	31	15.5	0.055957	8	0.192	0.00069314	12	6	0.0216606	1	0.2	0.00072202	10	30	0.108303	['water', 'pearl barley', 'onions', 'celery', 'olive oil', 'fresh mushrooms', 'vegetable broth', 'carrots', 'tomato paste', 'salt and pepper', 'fresh parsley']	4	4.25	49304	soup				y			0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
savory organic golden beets with greens	371520	5	128	4	3.6	0.028125	0	0	0.0000000	0	0	0	12	0.288	0.00225000	0	0	0.0000000	0	0	0.00000000	0	0	0.000000	['garlic clove', 'water', 'beet', 'salt', 'limes']	8	4.25	1263404	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
savory roasted baby carrots	364542	6	118	4	70.6	0.598305	5	3.25	0.0275424	21	10.5	0.088983	15	0.360	0.00305085	1	0.5	0.0042373	2	0.4	0.00338983	3	9	0.076271	['baby carrots', 'olive oil', 'coriander', 'paprika', 'garlic powder', 'salt']	4	5	429816	appetizer		y			y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
savory stuffed bell peppers	13492	13	518	8	258.7	0.499421	2	1.3	0.0025097	32	16	0.030888	24	0.576	0.00111197	11	5.5	0.0106178	1	0.2	0.00038610	17	51	0.098456	['boiling water', 'bell peppers', 'olive oil', 'red onion', 'garlic cloves', 'gimmie lean sausage flavor', 'rice', 'dried thyme', 'fresh basil leaves', 'white wine', 'tomato sauce', 'italian stewed tomatoes', 'bay leaf']	4	4.75	9240	main	y						0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1
savory sweet potato wedges	68408	9	70	4	94.3	1.347143	0	0	0.0000000	16	8	0.114286	2	0.048	0.00068571	4	2	0.0285714	0	0	0.00000000	7	21	0.300000	['sweet potatoes', 'water', 'oil', 'fresh parsley', 'fresh tarragon', 'fresh rosemary', 'lemon juice', 'cumin', 'salt and pepper']	5	4.8	69838	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
savory sweet potatoes	304732	7	179	4	211.3	1.180447	10	6.5	0.0363128	28	14	0.078212	16	0.384	0.00214525	5	2.5	0.0139665	5	1	0.00558659	11	33	0.184358	['sweet potatoes', 'olive oil', 'garlic', 'chili powder', 'salt', 'oregano', 'cumin']	10	4.9	141293	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
savory tofu and vegetables over tomato couscous	309605	11	359	4	228.2	0.635655	17	11.05	0.0307799	33	16.5	0.045961	3	0.072	0.00020056	23	11.5	0.0320334	9	1.8	0.00501393	8	24	0.066852	['marinated artichoke hearts', 'extra firm tofu', 'ground cumin', 'black pepper', 'olive oil', 'carrots', 'leeks', 'diced tomatoes', 'whole wheat couscous', 'garlic cloves', 'salt']	3	4.67	385678	main	y	y					0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
savory tofu sauce	50181	9	384	1	433.8	1.129688	57	37.05	0.0964844	9	4.5	0.011719	101	2.424	0.00631250	36	18	0.0468750	16	3.2	0.00833333	4	12	0.031250	['firm tofu', 'vegetable stock', 'canola oil', 'tamari', 'nutritional yeast flakes', 'fresh basil', 'lemon juice', 'dijon mustard', 'garlic']	7	5	20477	sauce_garnish						y	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
savoy cabbage potato soup	355152	8	385	4	319.7	0.830390	11	7.15	0.0185714	24	12	0.031169	0	0.000	0.00000000	13	6.5	0.0168831	4	0.8	0.00207792	19	57	0.148052	['savoy cabbage', 'potatoes', 'red onions', 'white onions', 'garlic cloves', 'vegetable broth', 'oil', 'nutmeg']	4	4.5	573325	soup				y			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
scallion pancakes with ginger dipping sauce	309092	11	127	4	521.1	4.103150	48	31.2	0.2456693	8	4	0.031496	42	1.008	0.00793701	17	8.5	0.0669291	13	2.6	0.02047244	17	51	0.401575	['all-purpose flour', 'boiling water', 'scallion', 'sesame oil', 'salt and pepper', 'canola oil', 'soy sauce', 'rice wine vinegar', 'fresh ginger', 'red pepper flakes', 'sugar']	4	4.5	114027	appetizer					y		0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
scentilentil journey	326579	15	207	5	339.1	1.638164	6	3.9	0.0188406	15	7.5	0.036232	12	0.288	0.00139130	31	15.5	0.0748792	2	0.4	0.00193237	20	60	0.289855	['olive oil', 'garlic cloves', 'sliced mushrooms', 'carrots', 'vegetable broth', 'long-grain white rice', 'dried red lentils', 'gingerroot', 'ground coriander', 'ground cumin', 'ground turmeric', 'salt', 'black pepper', 'baby spinach', 'green onion']	7	4.86	143318	main	y						0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
scrambled eggless eggs	26424	7	32	2	20.7	0.646875	0	0	0.0000000	4	2	0.0625	0	0.000	0.00000000	1	0.5	0.0156250	0	0	0.00000000	1	3	0.093750	['onion', 'garlic cloves', 'olive oil', 'firm tofu', 'turmeric', 'cumin', 'braggs liquid aminos']	4	3.5	10420	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seasoned baked potato chunks	415600	6	130	8	101.2	0.778462	0	0	0.0000000	5	2.5	0.019231	13	0.312	0.00240000	4	2	0.0153846	0	0	0.00000000	7	21	0.161538	['baby potatoes', 'salt', 'dried basil', 'mexican chili powder', 'brown rice flour', 'olives']	19	4.89	329769	side		y					0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
